full_address,lon,lat
"Flat 2, 22 Craighouse Terrace, Morningside, Edinburgh, EH10 5LJ",-3.2221183,55.9234557
"Pf1, 13 Lochrin Terrace, Tollcross, Edinburgh, EH3 9QL",-3.2046913,55.942986
"Pf2, 16 Glen Street, Tollcross, Edinburgh, EH3 9JF",-3.2017426,55.9437781
"1f3, 350 Leith Walk, Edinburgh, EH6 5BR",-3.1775037,55.964258
"2f1, 27 Oxford Street, Newington, Edinburgh, EH8 9PQ",-3.177623,55.9402501
"Flat 6, 1 Fauldburn, Bughtlin, Edinburgh, EH12 8YQ",-3.305869395989203,55.9554907
"Flat 3, 112b West Bow, Old Town, Edinburgh, EH1 2HH",-3.1940236,55.9480201
"Flat 4, 369 High Street, Edinburgh, EH1 1PW",-3.1914055,55.9497515
"1f1, 47 Great King Street, New Town, Edinburgh, EH3 6RP",-3.1998859,55.9576223
"2f1, 32 Hillside Street, Hillside, Edinburgh, EH7 5HB",-3.1782956,55.9583841
"3f1, 18 Nelson Street, New Town, Edinburgh, EH3 6LG",-3.1966358,55.9571263
"100 Bellevue Road, Broughton, Edinburgh, EH7 4DE",-3.1879220999999998,55.9637507
"11 Marchmont Crescent, Marchmont, Edinburgh, EH9 1HN",-3.1937459,55.9390514
"1f1, 74 Montgomery Street, Hillside, Edinburgh, EH7 5JA",-3.1788662,55.9593218
"1f2, 25 Hutchison Place, Slateford, Edinburgh, EH14 1QJ",-3.2428027999999998,55.9291573
"5 Marchfield Park, Corbiehill, Edinburgh, EH4 5BW",-3.268373,55.9623422
"Flat 2, 23 Young Street South Lane, New Town, Edinburgh, EH2 4JF",-3.2058331,55.9526162
"Flat 2, 49 Giles Street, North Leith, Edinburgh, EH6 6DS",-3.1711912,55.9727231
"2 Leamington Terrace, Viewforth, Edinburgh, EH10 4JN",-3.2099196,55.9403812
"26 Dudley Gardens, Newhaven, Edinburgh, EH6 4PT",-3.1897989,55.9763368
"60 Northumberland Street, New Town, Edinburgh, EH3 6JE",-3.2009601,55.9564446
"71 Pikes Pool Drive, Path Brae, Kirkliston, EH29 9GH",-3.4063698000000002,55.9530207
"11 Craw Yard Drive, South Gyle, Edinburgh, EH12 9LU",-3.3010256,55.9326333
"21 Mayfield Road, Mayfield, Edinburgh, EH9 2NQ",-3.1767876,55.93192
"2f3, 31 Meadowbank Crescent, Willowbrae, Edinburgh, EH8 7AJ",-3.1551375999999998,55.9546966
"30 Gillespie Crescent, Edinburgh, EH10 4HX",-3.2067074,55.9400883
"3f2, 8 Brunton Place, Broughton, Edinburgh, EH7 5EG",-3.1744114,55.9578336
"9 Craw Yard Drive, South Gyle, Edinburgh, EH12 9LU",-3.3007239999999998,55.932581
"25 Fairley Wynd, Edinburgh, EH12 0AG",-3.3203874,55.9462346
"3f3, 16 Moat Terrace, Slateford, Edinburgh, EH14 1PR",-3.2393549999999998,55.9312647
"106 Dundas Street, New Town, Edinburgh, EH3 6RQ",-3.2005183,55.9591408
"113a Grove Street, Fountainbridge, Edinburgh, EH3 8AB",-3.2113183,55.9436811
"1f1, 1 Livingstone Place, Sciennes, Edinburgh, EH9 1PB",-3.1864954,55.9379312
"2f2, 25 Roseburn Terrace, Wester Coates, Edinburgh, EH12 5NG",-3.242511,55.944321
"55 Lawrie Reilly Place, Edinburgh, EH7 5EU",-3.1675542,55.9603778
"1f, 14 Randolph Place, New Town, Edinburgh, EH3 7TA",-3.2100786,55.9512606
"1f1, 71 Cumberland Street, Stockbridge, Edinburgh, EH3 6RD",-3.202245,55.9581533
"Flat 3, 26 Bath Street, Portobello West, Edinburgh, EH15 1HD",-3.1121171,55.9540406
"1f1, 11 Darnell Road, Trinity, Edinburgh, EH5 3PQ",-3.2097462,55.9736244
"1f2, 189 Gilmore Place, Tollcross, Edinburgh, EH3 9PW",-3.213203,55.939087
"25 Queensferry Road, Ravelston, Edinburgh, EH4 3HB",-3.2332697,55.9543911
"2f1, 13 Elm Row, Broughton, Edinburgh, EH7 4AA",-3.1835024,55.9586031
"2f2, 17 London Street, Broughton, Edinburgh, EH3 6LY",-3.1923817,55.958898
"3f2, 21 Yeaman Place, Polwarth, Edinburgh, EH11 1BT",-3.2184071,55.9390261
"6 Circus Lane, Stockbridge, Edinburgh, EH3 6SU",-3.2053892,55.9579844
"Flat 2, 1 St Leonard's Lane, St Leonards, Edinburgh, EH8 9SD",-3.1789423,55.9427731
"Gf2, 25 Roseneath Place, Marchmont, Edinburgh, EH9 1JD",-3.1930405,55.9384646
"1f, 5 East Claremont Street, Broughton, Edinburgh, EH7 4HT",-3.1928627,55.961362
"3f1, 13 Broughton Place, Broughton, Edinburgh, EH1 3RL",-3.1888435,55.9585042
"8a Broughton Place, Broughton, Edinburgh, EH1 3RX",-3.1892736,55.9586627
"Flat 1, 140 Rose Street, New Town, Edinburgh, EH2 3JD",-3.2017793,55.9519164
"Flat 3, 43 Elgin Terrace, Hillside, Edinburgh, EH7 5PQ",-3.1730294,55.9600143
"Flat 8, 12 Kimmerghame Path, Craigleith, Edinburgh, EH4 2GN",-3.2320999,55.9669031
"8 Dean Park Crescent, Stockbridge, Edinburgh, EH4 1PH",-3.2147371,55.9568385
"Flat 2, 2 King's Stables Road, Old Town, Edinburgh, EH1 2JY",-3.1985494,55.9472228
"1 East Claremont Street Lane, Broughton, Edinburgh, EH7 4DQ",-3.19233,55.96283
"Flat 13, 5 Western Harbour View, Newhaven, Edinburgh, EH6 6PF",-3.1880922,55.9868175
"1f2, 65 Warrender Park Road, Marchmont, Edinburgh, EH9 1ES",-3.1968012,55.938512
"3f2, 35 Castle Terrace, Old Town, Edinburgh, EH1 2EL",-3.202643,55.9468153
"Flat 3, 4 Stevenlaw's Close, Old Town, Edinburgh, EH1 1QT",-3.1884154,55.9497464
"3f4, 14 Cambusnethan Street, Meadowbank, Edinburgh, EH7 5UA",-3.1619041,55.9569455
"Pf1, 5 Iona Street, Leith, Edinburgh, EH6 8SG",-3.1768795,55.9639049
"55 Queen Street, New Town, Edinburgh, EH2 3NS",-3.2035425,55.9538795
"2 Traquair Park West, Carrick Knowe, Edinburgh, EH12 7AL",-3.2779285,55.9401625
"3f1, 99 Lothian Road, West End, Edinburgh, EH3 9AN",-3.2054545,55.9463017
"93 Bellevue Road, Broughton, Edinburgh, EH7 4DG",-3.1884139,55.9636278
"Flat 12, 13 Hermand Crescent, Polwarth, Edinburgh, EH11 1LP",-3.234418,55.9334351
"150 Mountcastle Crescent, Mountcastle, Edinburgh, EH8 7SY",-3.1291099,55.9525516
"2b Scotland Street, Broughton, Edinburgh, EH3 6PS",-3.1949684,55.9592711
"Flat 3, 14 Firrhill Drive, Firrhill, Edinburgh, EH13 9ET",-3.2255752,55.9125727
"Pf1, 18 Panmure Place, Tollcross, Edinburgh, EH3 9JJ",-3.1999608,55.9431384
"23 Ryehill Terrace, Lochend, Edinburgh, EH6 8EN",-3.1602215,55.9673902
"4 Spylaw House, 25 Spylaw Street, Colinton, Edinburgh, EH13 0JU",-3.258403135550063,55.907599250000004
"Flat 1, 2 King's Stables Road, Old Town, Edinburgh, EH1 2JY",-3.1985494,55.9472228
"Flat 2, 4 John's Place, South Leith, Edinburgh, EH6 7EL",-3.1666442,55.9729166
"5 Commercial Wharf, North Leith, Edinburgh, EH6 6LF",-3.1707084,55.9761123
"23 Rosslyn Terrace, Pilrig, Edinburgh, EH6 5AU",-3.1822786,55.9655276
"24g Oxgangs Avenue, Firrhill, Edinburgh, EH13 9JD",-3.2222386,55.9088729
"2f1, 17 Eyre Crescent, Broughton, Edinburgh, EH3 5EU",-3.1996025,55.9616883
"Gf, 2 Rothesay Place, New Town, Edinburgh, EH3 7SL",-3.2164080999999998,55.9509377
"12b Danube Street, Stockbridge, Edinburgh, EH4 1NT",-3.2119049,55.9565644
"19 Brunton Terrace, Hillside, Edinburgh, EH7 5EH",-3.1735752,55.9584166
"1f1, 87 Warrender Park Road, Marchmont, Edinburgh, EH9 1EW",-3.1983003,55.9383646
"3f1, 159 Dalkeith Road, Edinburgh, EH16 5HQ",-3.16769,55.9345759
"3f1, 3 Oxford Street, Newington, Edinburgh, EH8 9PH",-3.1776087,55.9400237
"3f1, 6 South Clerk Street, Newington, Edinburgh, EH8 9JE",-3.1812642,55.9410443
"3f3, 143 Warrender Park Road, Marchmont, Edinburgh, EH9 1DT",-3.2018384,55.9375469
"74 Spring Gardens, Abbeyhill, Edinburgh, EH8 8HX",-3.1648205,55.9549529
"3f2, 3 Ferry Road, Edinburgh, EH6 4AD",-3.1951538,55.9729858
"6j Fair-A-Far, Cramond, Edinburgh, EH4 6QE",-3.3068383,55.9733319
"1f, 54 Dean Path, Dean, Edinburgh, EH4 3AU",-3.2208669,55.9540435
"1f1, 115 Piersfield Terrace, Mountcastle, Edinburgh, EH8 7BS",-3.1437344,55.9552711
"2f, 3 Bellevue Crescent, Broughton, Edinburgh, EH3 6ND",-3.1921252,55.9599077
"Flat 3, 1 Russell Gardens, Roseburn, Edinburgh, EH12 5PG",-3.2336496,55.9443301
"Flat 3, 4 Russell Gardens, Roseburn, Edinburgh, EH12 5PG",-3.2341816,55.9446611
"2f1, 276 Morrison Street, West End, Edinburgh, EH3 8DT",-3.2159908,55.9462661
"35 Silverknowes Eastway, Silverknowes, Edinburgh, EH4 5NE",-3.2650857,55.9698266
"Bf, 39 Drummond Place, New Town, Edinburgh, EH3 6NR",-3.1935372,55.9584605
"14 Hayfield, Bughtlin, Edinburgh, EH12 8UH",-3.3098709783943008,55.95106185
"5 Watson Crescent, Polwarth, Edinburgh, EH11 1HD",-3.2188129,55.9388288
"5c Randolph Lane, New Town, Edinburgh, EH3 7TD",-3.210175,55.9519918
"71a Cumberland Street, Stockbridge, Edinburgh, EH3 6RD",-3.2022785,55.9581477
"2f1, 18 Dundonald Street, Edinburgh, EH3 6RY",-3.1966897,55.9593082
"46 Candlemaker's Park, Moredun, Edinburgh, EH17 8TH",-3.1249903,55.9090759
"Flat 5, 11 Easter Dalry Wynd, Dalry, Edinburgh, EH11 2TB",-3.2210235,55.9444643
"Pf, 66 Polwarth Terrace, Polwarth, Edinburgh, EH11 1NJ",-3.2230693,55.9341475
"Flat 2, 10 Flaxmill Place, Bonnington, Edinburgh, EH6 5QW",-3.1871005,55.9693238
"1f3, 28 Bothwell Street, Leith, Edinburgh, EH7 5PU",-3.1690571,55.9603904
"4f, 6 Wemyss Place, New Town, Edinburgh, EH3 6DH",-3.2058661,55.954152
"Pf1, 5 Dunedin Street, Warriston, Edinburgh, EH7 4JB",-3.1911104,55.9655218
"1f, 2 Warden's Close, Old Town, Edinburgh, EH1 2HJ",-3.1939107,55.9475554
"23 Sassoon Grove, Craiglockhart, Edinburgh, EH10 5FA",-3.228365,55.9222897
"4 Avondale Place, Stockbridge, Edinburgh, EH3 5HX",-3.207388,55.9615169
"Flat 2, 21 Arthur Street, Pilrig, Edinburgh, EH6 5DA",-3.1774958,55.965198
"Flat 4, 10 Abercromby Place, New Town, Edinburgh, EH3 6LB",-3.194334,55.95686
"13 Alva Place, Abbeyhill, Edinburgh, EH7 5AZ",-3.1698301,55.9582353
"265 Braid Road, Braid Hills, Edinburgh, EH10 6PB",-3.208874,55.9101759
"3f2, 56 Montgomery Street, Hillside, Edinburgh, EH7 5JA",-3.1797421,55.9592693
"2 Society Road, Port Edgar, South Queensferry, EH30 9RX",-3.4107896,55.990901
"12 Jamaica Street North Lane, New Town, Edinburgh, EH3 6HQ",-3.2031479,55.9562781
"13 Rintoul Place, Stockbridge, Edinburgh, EH3 5JF",-3.2103359,55.9617629
"Flat 2, 15 East Terrace, Queensferry, South Queensferry, EH30 9HS",-3.3936209,55.9895953
"160 Brunton Gardens, Hillside, Edinburgh, EH7 5ER",-3.175289,55.959068
"1f1, 7 Drumdryan Street, Tollcross, Edinburgh, EH3 9JZ",-3.2022762,55.9428863
"Flat 13, 6 Hesperus Crossway, Granton, Edinburgh, EH5 1GH",-3.2246925,55.98348
"13 Grange Court, Grange, Edinburgh, EH9 1PX",-3.1810885,55.937188
"1f1, 39 Montague Street, Edinburgh, EH8 9QS",-3.1798797,55.942193
"2f3, 13 King's Stables Road, Old Town, Edinburgh, EH1 2JY",-3.1993869999999998,55.9472102
"56 Kaimes Road, Corstorphine, Edinburgh, EH12 6LN",-3.2743064,55.9467068
"7 Laverockbank Gardens, Trinity, Edinburgh, EH5 3DR",-3.2002071,55.9785144
"Flat 1, 59 East Crosscauseway, Newington, Edinburgh, EH8 9HU",-3.1810147,55.9438991
"Flat 6, 8 Royal Park Place, Abbeyhill, Edinburgh, EH8 8HZ",-3.1613824,55.9550885
"2f3, 26 Oxford Street, Newington, Edinburgh, EH8 9PL",-3.1779114,55.9401796
"Flat 3, 6 Russell Gardens, Edinburgh, EH12 5PG",-3.2336019,55.9448171
"Flat 6, 40 Annandale Street, Broughton, Edinburgh, EH7 4AZ",-3.1850301,55.9607672
"39 Gillespie Crescent, Edinburgh, EH10 4HX",-3.2074384,55.9397864
"Flat 8, 29 Viewcraig Gardens, Dumbiedykes, Edinburgh, EH8 9UN",-3.1796094,55.947666
"Pf3, 2 Huntly Street, Broughton, Edinburgh, EH3 5HB",-3.1991085,55.962385
"113 Upper Craigour, Moredun, Edinburgh, EH17 7SE",-3.1361823,55.918404
"59 Craigmount Brae, Craigmount, Edinburgh, EH12 8XE",-3.2997369,55.9524876
"Flat 2, 4 Kirkwood Place, Abbeyhill, Edinburgh, EH7 5TG",-3.163558,55.956479
"Flat 7, 13b Milton Road East, Joppa, Edinburgh, EH15 2ND",-3.0993439,55.9448734
"11 Marshall's Court, Greenside, Edinburgh, EH1 3AL",-3.1837647000000002,55.9572712
"181 Dalkeith Road, Prestonfield, Edinburgh, EH16 5DS",-3.1664669,55.9336957
"1f2, 39 Montague Street, Newington, Edinburgh, EH8 9QS",-3.1798797,55.942193
"2f2, 99 Lothian Road, Edinburgh, EH3 9AN",-3.2054545,55.9463017
"9 Myreside View, Firrhill, Edinburgh, EH14 1AG",-3.2274083,55.9285806
"Flat 1, 30 Lady Lawson Street, Old Town, Edinburgh, EH3 9DS",-3.2012827,55.9461916
"Flat 2, 11 Great Stuart Street, New Town, Edinburgh, EH3 7TP",-3.2111631,55.9526717
"1f2, 39 Bruntsfield Place, Bruntsfield, Edinburgh, EH10 4HJ",-3.2048715,55.9392261
"2b Casselbank Street, Pilrig, Edinburgh, EH6 5HA",-3.1735162,55.9700974
"9a Nelson Street, New Town, Edinburgh, EH3 6LF",-3.1961073,55.9569901
"1f1, 48 London Street, Broughton, Edinburgh, EH3 6LX",-3.1910075,55.9590934
"2f2, 10 Cambusnethan Street, Meadowbank, Edinburgh, EH7 5UA",-3.161866,55.9567843
"3f2, 8 Dundas Street, New Town, Edinburgh, EH3 6HZ",-3.199003,55.9563211
"3f3, 101 East Claremont Street, Broughton, Edinburgh, EH7 4JA",-3.1922623,55.9618764
"Gf, 11 Mayfield Terrace, Newington, Edinburgh, EH9 1RU",-3.1714958,55.9351681
"Gf, 8 Rosebery Crescent, New Town, Edinburgh, EH12 5JP",-3.2192388,55.9466676
"15 Fair-A-Far Cottages, Whitehouse Road, Cramond, Edinburgh, EH4 6PQ",-3.3074601,55.970391
"2f2, 33 Hillside Crescent, Hillside, Edinburgh, EH7 5EF",-3.1755966,55.957941
"Flat 3, 1 New Assembly Close, Old Town, Edinburgh, EH1 1QQ",-3.1887222,55.9500105
"Flat 4, 1 New Assembly Close, Old Town, Edinburgh, EH1 1QQ",-3.1887222,55.9500105
"1 Craigpark, Ratho, Newbridge, EH28 8RJ",-3.3868869999999998,55.9214185
"10b Gloucester Lane, Stockbridge, Edinburgh, EH3 6ED",-3.2070075,55.9556955
"2 Argyle Crescent, Portobello East, Edinburgh, EH15 2QG",-3.1027882,55.9485026
"24 Braid Farm Road, Braid Hills, Edinburgh, EH10 6LF",-3.207758,55.9175123
"Flat 8, 22 Balfour Place, Pilrig, Edinburgh, EH6 5DW",-3.1797664,55.967564
"1f2, 68b Grassmarket, Old Town, Edinburgh, EH1 2JR",-3.1955435,55.9477407
"14 Oswald Road, Grange, Edinburgh, EH9 2HT",-3.1935539,55.9272872
"Flat 14, 1 Cables Wynd, North Leith, Edinburgh, EH6 6DU",-3.1754938,55.9731849
"Flat 3, 166 Causewayside, Sciennes, Edinburgh, EH9 1PN",-3.1800537,55.9359207
"4f2, 42 Sandport Street, North Leith, Edinburgh, EH6 6EP",-3.172301,55.9761906
"Flat 1, 18 Dalkeith Road, Prestonfield, Edinburgh, EH16 5BS",-3.1749672,55.9389981
"Flat 2, 18 Dalkeith Road, Prestonfield, Edinburgh, EH16 5BS",-3.1749672,55.9389981
"Flat 8, 3 Mcewan Square, Fountainbridge, Edinburgh, EH3 8EL",-3.2134945999999998,55.9432972
"Flat 8, 8 High Riggs, Tollcross, Edinburgh, EH3 9BX",-3.2021017,55.945617
"147 Gilmerton Dykes Drive, Hyvots Bank, Edinburgh, EH17 8LP",-3.1432829,55.9072116
"Flat 2, 2 Robertson Gait, Gorgie, Edinburgh, EH11 1HJ",-3.2363089,55.9347586
"14 Kirkgate, Currie, EH14 6AN",-3.309802,55.8948731
"61 Gilmerton Dykes Crescent, Hyvots Bank, Edinburgh, EH17 8JP",-3.1458125,55.9065571
"77 Comely Bank Road, Stockbridge, Edinburgh, EH4 1AW",-3.2193882,55.959392199999996
"Flat 5, 86 Chesser Crescent, Slateford, Edinburgh, EH14 1SE",-3.2490321,55.9294905
"1f, 4 Great Stuart Street, New Town, Edinburgh, EH3 6AW",-3.2093107,55.9538065
"14 Shaw's Street, Pilrig, Edinburgh, EH7 4PH",-3.1809642,55.9639969
"4 East Claremont Street, Edinburgh, EH7 4JP",-3.1927058,55.9607279
"4 Meadowsweet Drive, Cammo, Edinburgh, EH4 8FD",-3.309201,55.9584735
"44 Murrayfield Avenue, Murrayfield, Edinburgh, EH12 6AY",-3.2387383,55.9477391
"11 Hawthornbank Terrace, Newhaven, Edinburgh, EH6 4HQ",-3.1870041,55.977565
"1f3, 11 Rossie Place, Abbeyhill, Edinburgh, EH7 5SE",-3.1703628999999998,55.9589042
"16 Craigmount Crescent, Craigmount, Edinburgh, EH12 8DG",-3.2981351,55.948651
"3f1, 70 Arden Street, Marchmont, Edinburgh, EH9 1BN",-3.1961556,55.9364552
"23 Coillesdene Drive, Joppa, Edinburgh, EH15 2JQ",-3.0950541,55.9471148
"33 Hugh Miller Place, Stockbridge, Edinburgh, EH3 5JG",-3.2105145,55.9610486
"1f2, 1 Glengyle Terrace, Tollcross, Edinburgh, EH3 9LL",-3.2032162,55.9408088
"7 John Street, Portobello East, Edinburgh, EH15 2EB",-3.1046825,55.9513755
"Flat 4, 7 Meggetland View, Slateford, Edinburgh, EH14 1XT",-3.2370239,55.9266603
"Pf2, 6 St Clair Place, Leith, Edinburgh, EH6 8JZ",-3.1694035,55.9639625
"Flat 7, 6 Couper Street, North Leith, Edinburgh, EH6 6HH",-3.1772956,55.9762502
"Pf3, 18 Caledonian Place, Dalry, Edinburgh, EH11 2AP",-3.2179303,55.943135
"53 Alnwickhill Road, Alnwickhill, Edinburgh, EH16 6LZ",-3.1682474,55.9123205
"7 Brunswick Street, Hillside, Edinburgh, EH7 5JB",-3.1796135,55.9585531
"Flat 10, 2 Parkside Street, St Leonards, Edinburgh, EH8 9RL",-3.1783063,55.9418474
"1f3, 5 Gibson Terrace, Polwarth, Edinburgh, EH11 1AU",-3.2172448,55.9403242
"Flat 4, 17 St John's Hill, Dumbiedykes, Edinburgh, EH8 9UQ",-3.1811655,55.9486355
"Flat 2, 1 Drybrough Crescent, Craigmillar, Edinburgh, EH16 4FB",-3.144836049999996,55.932632600000005
"27 Glasgow Road, Gogar, Edinburgh, EH12 8HW",-3.2959306,55.9420856
"Flat 15, 108 Great Junction Street, North Leith, Edinburgh, EH6 5LD",-3.1748956,55.9726934
"17 Muirhouse Parkway, Muirhouse, Edinburgh, EH4 5JG",-3.2568219,55.9741565
"3 Sunbury Street, New Town, Edinburgh, EH4 3BU",-3.2199268,55.9514834
"7 West Scotland Street Lane, Broughton, Edinburgh, EH3 6PT",-3.1961186,55.9594033
"3f3, 55 Logie Green Road, Warriston, Edinburgh, EH7 4HB",-3.1961696,55.9646475
"Flat 1, 13 Duff Road, Dalry, Edinburgh, EH11 2TH",-3.2231416,55.943721
"Flat 10, 2 Pringle Street, Greendykes, Edinburgh, EH16 4LJ",-3.1275624,55.9269645
"12 Syme Place, Greenbank, Edinburgh, EH10 5GA",-3.2320672999999998,55.915482
"18 Gayfield Place Lane, Broughton, Edinburgh, EH1 3NZ",-3.1842417,55.9593628
"3 Roseburn Crescent, Edinburgh, EH12 5NZ",-3.2378653,55.9439888
"40 Broomhouse Court, Broomhouse, Edinburgh, EH11 3RN",-3.2749421,55.9296582
"2f, 17 Buckingham Terrace, Dean, Edinburgh, EH4 3AD",-3.2169307,55.9549044
"Flat 1, 1 Gordon Street, Leith, Edinburgh, EH6 8NN",-3.1714136,55.9687275
"51 East London Street, Broughton, Edinburgh, EH7 4BW",-3.188776,55.9595375
"43 Stenhouse Avenue, Stenhouse, Edinburgh, EH11 3HZ",-3.2571179,55.9334219
"6 Regent Terrace, Calton Hill, Edinburgh, EH7 5BN",-3.1775429,55.9543449
"1f1, 4 South Learmonth Avenue, Stockbridge, Edinburgh, EH4 1PE",-3.2170537,55.9563441
"15 Abercorn Road, Willowbrae, Edinburgh, EH8 7DJ",-3.1492985,55.9537106
"40a Baileyfield Road, Portobello West, Edinburgh, EH15 1NA",-3.1203539,55.9503658
"1f3, 270 Leith Walk, Edinburgh, EH6 5EL",-3.1759981,55.9659618
"Flat 1, 4 Glenogle Road, Stockbridge, Edinburgh, EH3 5HW",-3.2059547999999998,55.9615523
"Flat 2, 8 Nether Liberton Court, Liberton, Edinburgh, EH16 5UN",-3.1650938,55.9232129
"2f2, 6 South Sloan Street, Leith, Edinburgh, EH6 8ST",-3.1737178999999998,55.9631423
"Flat 11, 14 Crown Street, Leith, Edinburgh, EH6 8LU",-3.1724431,55.9693488
"15 Douglas Terrace, Dalry, Edinburgh, EH11 2BS",-3.2170959,55.9445004
"Gf, 2 Rochester Terrace, Merchiston, Edinburgh, EH10 5AA",-3.212899,55.9346579
"Flat 6, 27 Sinclair Place, Gorgie, Edinburgh, EH11 1AN",-3.2344399765489102,55.93592385
"1f2, 27 Learmonth Crescent, Stockbridge, Edinburgh, EH4 1DD",-3.2232236,55.9572718
"Flat 11, 17 King Street, North Leith, Edinburgh, EH6 6TQ",-3.1760376,55.9734193
"Flat 7, 109 Swanston Road, Swanston, Edinburgh, EH10 7DS",-3.2172432,55.8950098
"Flat 8, 109 Swanston Road, Swanston, Edinburgh, EH10 7DS",-3.2172432,55.8950098
"Flat 9, 109 Swanston Road, Swanston, Edinburgh, EH10 7DS",-3.2172432,55.8950098
"100 Colinton Road, Edinburgh, EH14 1DA",-3.2355168,55.9247796
"Flat 4, 109 Swanston Road, Swanston, Edinburgh, EH10 7DS",-3.2172432,55.8950098
"Flat 5, 109 Swanston Road, Swanston, Edinburgh, EH10 7DS",-3.2172432,55.8950098
"Flat 6, 109 Swanston Road, Swanston, Edinburgh, EH10 7DS",-3.2172432,55.8950098
"6 Warriston Crescent, EH3 5LA",-3.2001523,55.9634978
"34 Broughton Place, EH1 3RT",-3.1878901,55.959077
"Flat 11, 12 Albion Gardens, Leith, Edinburgh, EH7 5NS",-3.1657238,55.9606107
"24 Regent Place, Abbeyhill, Edinburgh, EH7 5BG",-3.168793,55.958478
"2f1, 54 Willowbrae Road, Duddingston, Edinburgh, EH8 7HA",-3.1479381,55.9539537
"Flat 3, 174 Morrison Street, Edinburgh, EH3 8EB",-3.2116729,55.9462385
"10 Kilmaurs Road, Prestonfield, Edinburgh, EH16 5DA",-3.1668253,55.9349509
"2f1, 7 St Peter's Buildings, Viewforth, Edinburgh, EH3 9PG",-3.2117952,55.9399212
"Flat 11, 451 Lawnmarket, Old Town, Edinburgh, EH1 2NX",-3.1930571,55.9496035
"7 Steel's Place, Morningside, Edinburgh, EH10 4QR",-3.2086227,55.9284288
"24 Ravenswood Avenue, Inch, Edinburgh, EH16 5SL",-3.1507094,55.9209958
"Flat 4, 69 Henderson Row, Stockbridge, Edinburgh, EH3 5DL",-3.2036875,55.9600797
"44 Minto Street, Newington, Edinburgh, EH9 2BR",-3.1771784,55.9362962
"8 Innes Crescent, Hyvots Bank, Edinburgh, EH17 8DB",-3.1316799,55.90031
"1f3, 53 East London Street, Broughton, Edinburgh, EH7 4BW",-3.1887254,55.9595456
"Gf, 15 Grosvenor Crescent, New Town, Edinburgh, EH12 5EL",-3.2191346,55.9476742
"8 Northumberland Street South West Lane, New Town, Edinburgh, EH3 6JD",-3.2001939999999998,55.9562229
"Flat 4, 5 Lochinvar Drive, Granton, Edinburgh, EH5 1GJ",-3.2237669,55.9818063
"1f2, 94 Warriston Road, Warriston, Edinburgh, EH7 4HP",-3.1988325,55.971856
"Flat 11, 9 Charterhall Grove, Blackford, Edinburgh, EH9 3HX",-3.186962,55.9266239
"1f1, 38 Annfield, Newhaven, Edinburgh, EH6 4JA",-3.1920894,55.9801523
"1f2, 52 The Causeway, Edinburgh, EH15 3PZ",-3.1481428,55.9422128
"24 Glenalmond Place, Sighthill, Edinburgh, EH11 4FF",-3.2845123,55.9244205
"2f2, 2 Agnew Terrace, Warriston, Edinburgh, EH6 4QU",-3.1923041,55.9728418
"Gf, 24 Craigmillar Park, Mayfield, Edinburgh, EH16 5PS",-3.1695068,55.9287263
"31 Regent Terrace, Calton Hill, Edinburgh, EH7 5BS",-3.1746666,55.955517
"33 Reid Terrace, Stockbridge, Edinburgh, EH3 5JH",-3.2111751,55.9611021
"1f2, 11 Arden Street, Marchmont, Edinburgh, EH9 1BR",-3.1960323,55.9378416
"1f3, 33 Bernard Street, North Leith, Edinburgh, EH6 6SH",-3.1683024,55.9758784
"2f2, 25 Spottiswoode Road, Marchmont, Edinburgh, EH9 1BJ",-3.1963285,55.9361183
"2f2, 74 Montgomery Street, Hillside, Edinburgh, EH7 5JA",-3.1788662,55.9593218
"35 Lixmount Avenue, Trinity, Edinburgh, EH5 3EW",-3.1999772,55.9758863
"3f1, 25 Panmure Place, Tollcross, Edinburgh, EH3 9HP",-3.199871,55.942963
"North Lodge, Bonnington, Kirknewton, EH27 8BB",-2.107679,53.535625
"1f2, 30 Portobello High Street, Portobello West, Edinburgh, EH15 1DD",-3.1182465,55.9552878
"3f1, 28 Montrose Terrace, Abbeyhill, Edinburgh, EH7 5DL",-3.1714854,55.9567249
"1f1, 3 Castle Wynd North, Old Town, Edinburgh, EH1 2NQ",-3.1962576,55.9482779
"6 Wemyss Place Mews, New Town, Edinburgh, EH3 6DN",-3.206745,55.954072
"Flat 1, 9 Craighall Road, Trinity, Edinburgh, EH6 4ND",-3.1975299,55.9797904
"Flat 11, 35 Ocean Drive, North Leith, Edinburgh, EH6 6JL",-3.1689665,55.9788484
"Pf3, 36 Buchanan Street, Leith, Edinburgh, EH6 8RE",-3.1754895,55.9642814
"Flat 3, 65 Holyrood Road, Old Town, Edinburgh, EH8 8AU",-3.1778876,55.9504146
"23 East Hermitage Place, Lochend, Edinburgh, EH6 8AD",-3.1607696,55.9696449
"1f3, 4 Albion Terrace, Leith, Edinburgh, EH7 5QX",-3.1677387,55.9609379
"55 Hailes Gardens, Hailes, Edinburgh, EH13 0JH",-3.2613851,55.9102013
"Flat 1, 31 Mayfield Gardens, Prestonfield, Edinburgh, EH9 2BX",-3.171983,55.9318776
"13 Dundonald Street, New Town, Edinburgh, EH3 6RZ",-3.1971512,55.9593247
"13 Greenhill Park, Bruntsfield, Edinburgh, EH10 4DW",-3.2078522,55.9341295
