id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15420,Georgian Boutique Apt City Centre,60423,Charlotte,,"Old Town, Princes Street and Leith Street",55.95759,-3.18805,Entire home/apt,109,3,609,2025-03-02,3.54,1,64,66,
24288,"Cool central Loft, sleeps 4, 2 double bed+en-suite",46498,Gordon,,"Canongate, Southside and Dumbiedykes",55.94498320836646,-3.185293348616568,Entire home/apt,90,3,369,2025-02-21,2.09,1,150,57,
38628,Edinburgh Holiday Let,165635,Trish,,Joppa,55.94215,-3.0964,Entire home/apt,99,4,75,2024-12-17,0.57,1,225,2,EH-70886-F
51505,Superb City Centre Apartment,236828,Francois,,New Town West,55.9548,-3.19641,Entire home/apt,128,3,105,2025-02-20,0.60,14,13,45,
54188,The Four Sisters Boatel,253850,Natalie,,Dalry and Fountainbridge,55.94217,-3.20863,Entire home/apt,378,1,36,2022-07-03,0.24,3,169,0,
55881,Lovely central apartment sleeps 5,264345,Susie,,Hillside and Calton Hill,55.95935,-3.17713,Entire home/apt,208,2,332,2023-09-03,1.96,1,66,0,
58682,Beautiful Apartment in Edinburgh,281109,Rona,,Comely Bank,55.95508,-3.21625,Entire home/apt,270,4,190,2025-01-26,1.36,2,116,27,EH-67902-F
97472,"PERFECT LOCATION,FREE PARKING,WIFI",486859,Alan,,Morningside,55.93,-3.20995,Entire home/apt,75,300,36,2021-08-30,0.22,1,216,0,
112625,"Epicurean Clerk - Huge, Central",574430,Michele,,Meadows and Southside,55.93865,-3.1794,Entire home/apt,278,3,198,2024-12-02,1.19,1,59,31,EH-69283-F
118314,Vibrant Cottage Style Flat Near Leith Links Park,597415,Daniela,,Leith (Hermitage and Prospect Bank),55.96814,-3.16032,Entire home/apt,174,2,263,2025-02-23,1.57,20,334,22,EH-83846-F
122930,Explore the Royal Mile from a City View Apartment,615381,James,,Meadowbank and Abbeyhill North,55.95851,-3.17078,Entire home/apt,84,4,912,2025-03-03,5.57,2,245,66,EH-69876-F
142356,NewTown Heart of the Burgh - Studio,691610,Simon,,New Town West,55.95743,-3.20036,Entire home/apt,80,30,58,2023-08-31,0.35,1,169,0,
163870,Stunning 2 bedroom flat @ the Shore,129153119,Anne,,The Shore and Constitution Street,55.97613,-3.16979,Entire home/apt,92,3,376,2025-02-23,2.27,1,22,76,512373IRO
170756,Guest-room in Central Penthouse,278168,Maureen,,Tollcross,55.94355,-3.20853,Private room,73,1,654,2025-02-19,3.99,1,0,94,101002079871/ 510644
177944,Nice Central Double room including basic breakfast,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,68,3,42,2024-10-07,0.25,13,0,3,EH-70560-F
180429,Bright Central Double room including Breakfast,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,167,2,76,2023-05-21,0.46,13,181,0,EH-70560-F
214571,Awesome location on High Street,1107698,Michael,,"Old Town, Princes Street and Leith Street",55.94909,-3.19033,Entire home/apt,219,2,392,2024-12-29,2.44,1,194,48,
229494,Large Room in Quirky Wee Apartment - Arthur's Seat,1198626,Sally,,Newington and Dalkeith Road,55.94232,-3.17771,Private room,62,2,676,2025-03-03,4.14,1,227,42,
233839,Double bedroom in central Edinburgh,992589,Angie,,Drylaw,55.96401,-3.24772,Private room,29,2,465,2025-01-04,3.09,1,127,43,
256783,Double Room in Central Edinburgh. Private Shower,273097,Lyn,,Newington and Dalkeith Road,55.93966,-3.1769,Private room,90,2,409,2024-12-16,2.52,1,191,40,EH-68485-F
291560,Lovely Apartment 5 Mins from Castle,1510582,Vroni,,Tollcross,55.94432,-3.20251,Entire home/apt,,1,8,2019-07-15,0.05,2,0,0,
307715,Beside The Castle with great views,1583173,Yvonne,,"Old Town, Princes Street and Leith Street",55.94877,-3.19564,Entire home/apt,425,3,215,2024-08-19,1.36,1,88,5,
317080,Lovely Big Room 5 Min from Castle,1510582,Vroni,,Tollcross,55.94302,-3.20228,Private room,,5,142,2025-03-06,0.89,2,0,16,
327161,Drummond apt in the heart of Edinburgh's Old Town!,1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.94771,-3.18458,Entire home/apt,276,3,96,2024-12-29,0.64,1,49,15,EH-69129-F
340452,"Bright, quiet & central - 1 block from tram stop",1727489,Roland,,Hillside and Calton Hill,55.95956,-3.18015,Entire home/apt,108,2,849,2025-02-26,5.37,1,15,74,
355938,Parliament Square - Royal Mile,1801836,Shahid,,"Old Town, Princes Street and Leith Street",55.94929,-3.18991,Entire home/apt,215,2,195,2025-02-16,1.25,4,194,37,EH-70294-F
361050,Large room in disabled friendly flat - Bruntsfield,1825119,Anne,,Bruntsfield,55.93995,-3.20736,Private room,72,5,109,2025-03-01,0.70,1,61,12,EH-71217-F
388297,Home from home by Holyrood Park -parking & garden!,1942840,Yvonne,,Willowbrae and Duddingston Village,55.95271,-3.14898,Entire home/apt,203,4,111,2024-08-26,0.72,3,137,10,101002084244
389318,"City centre. Walk to Castle, Museum etc. Own bath.",1947854,Rona,,Meadows and Southside,55.94313,-3.1808,Private room,85,2,504,2024-09-11,3.20,1,1,48,EH-67559-F
391558,"City centre, lovely reviews, near tram & train.",1958301,Joanne,,"Old Town, Princes Street and Leith Street",55.95758,-3.18844,Entire home/apt,166,4,116,2024-11-25,0.76,1,104,23,EH-69027-F
391610,"Ensuite quiet, elegant double in traditional area",1958560,Harriet,,Shandon,55.93106,-3.23188,Private room,,3,636,2025-03-03,4.03,1,0,59,Licence number EH-68562-F
405790,Writers View - Royal Mile near Castle,1947266,John,,"Old Town, Princes Street and Leith Street",55.95006,-3.19234,Entire home/apt,125,3,128,2025-02-27,0.87,1,27,15,EH-70128-F
408831,Sunny Room in house with beautiful views,2035652,Liz,,Comiston and Swanston,55.90126,-3.22007,Private room,81,2,104,2024-10-06,0.68,1,89,10,
419487,Booklover's Bed With a View,2084557,Rachel,,"Old Town, Princes Street and Leith Street",55.95044,-3.19512,Entire home/apt,122,3,259,2025-02-24,1.97,1,92,44,
449083,Private Bedroom in Edinburgh,565761,Noël,,Abbeyhill,55.957,-3.16707,Private room,40,1,266,2025-02-27,3.32,1,53,96,
450745,"Flat, private parking, walking distance Royal Mile",2238338,Jen,,Newington and Dalkeith Road,55.94195920368399,-3.1789784590201173,Entire home/apt,184,2,279,2025-01-02,2.90,1,94,49,
485856,Royal Mile Apt1- Historic Old Town Centre,2404912,Carol,,"Canongate, Southside and Dumbiedykes",55.95222,-3.1770599,Entire home/apt,225,2,573,2025-02-02,3.73,2,69,48,
497140,"Lovely Quiet Apartment in Gorgie, near City Centre",2452990,Barry,,Gorgie East,55.93864,-3.23089,Entire home/apt,,2,72,2024-12-31,0.47,1,0,7,
500696,Castle view apartment in city centre | 1 bed,224444157,Sue And Grant,,Tollcross,55.94451,-3.2036,Entire home/apt,87,3,432,2025-03-03,2.78,16,56,64,
513895,5* Beautiful City Centre Apart close to Castle,2531629,Karyn,,Deans Village,55.95005,-3.21074,Entire home/apt,200,2,161,2024-12-08,1.37,1,331,25,
516445,The Park - Holyrood Road Apartment with parking,1801836,Shahid,,"Canongate, Southside and Dumbiedykes",55.95101,-3.17653,Entire home/apt,229,2,233,2025-02-16,1.53,4,215,28,EH-71470-F
520802,"Gorgeous Apartment with Stunning Views, Old Town",2562187,Marta,,Abbeyhill,55.95397,-3.16811,Entire home/apt,162,2,313,2025-03-03,2.03,1,32,75,EH-68580-F
521385,Beautiful Grassmarket Apartment,2564448,Fiona,,"Old Town, Princes Street and Leith Street",55.94694,-3.19443,Entire home/apt,100,3,343,2025-02-23,2.22,2,247,25,EH-69550-F
530628,"Stylish Central, Six Bed TownHouse +fast wifi",2605039,Jon Martin,,Deans Village,55.94924,-3.21623,Entire home/apt,420,1,264,2025-02-20,1.71,2,0,28,
531292,EDINBURGH ROYAL MILE APARTMENT,2609833,Allan,,"Old Town, Princes Street and Leith Street",55.95067,-3.18424,Entire home/apt,129,2,702,2025-03-01,4.67,1,98,75,
562350,Walter Scott Suite Luxury apt stunning Castle view,2765595,Morris,,Deans Village,55.95246,-3.20368,Entire home/apt,182,3,103,2025-02-23,0.72,3,212,26,
579038,"Overlooking Leith-Links home of golf, free parking",2765595,Morris,,The Shore and Constitution Street,55.97177,-3.16851,Entire home/apt,191,3,63,2025-01-05,0.45,3,277,17,
591360,FUNKY 3BR apartment in quiet central neighbourhood,2918371,Rachel,,New Town East and Gayfield,55.9589,-3.18714,Entire home/apt,146,3,427,2025-03-07,2.82,1,34,58,Edinburgh Council Short-Term-Let License number: EH-70295-F
603443,"2 Bedroom 1 Bathroom Apartment, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95029,-3.18979,Entire home/apt,109,5,75,2025-01-26,0.88,13,319,24,
603446,"2 Bedroom 1 Bath Apartment, Lawnmarket, Royal Mile",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,93,5,66,2024-12-20,0.44,13,335,17,
603501,"1 Bedroom Penthouse, Royal Mile Residence,",2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,111,5,65,2025-03-02,0.46,13,314,27,
603502,1 Bedroom 1 Bathroom ROYAL MILE RESIDENCE,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,111,5,80,2025-02-15,1.06,13,310,21,
603671,4 Bedroom 3 Bath Royal Mile Apart for 10 guests!,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,418,3,65,2025-02-23,0.43,13,307,23,
603672,Royal Mile 4 Bedroom and 3 Bathroom Apt for 10 per,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,564,3,56,2025-02-02,0.50,13,287,24,
603674,Royal Mile 4 Bedroom 4 bathroom Apartment,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95017,-3.18902,Entire home/apt,633,3,99,2025-02-24,0.66,13,326,20,
603996,Ocean's 2 Bedroom Apartment,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,301,2,101,2020-03-27,0.96,6,346,0,
607248,"VINTAGE apt,pvt GARDEN,wifiNEW TOWN",3008499,Rebecca,,Broughton South,55.96234,-3.1907,Entire home/apt,78,1,730,2025-03-03,4.77,51,0,72,
612137,Double bedroom in quiet flat close to city centre,2056916,Jennet,,Marchmont West,55.936199,-3.195545,Private room,65,1,465,2025-02-24,3.04,1,25,58,EH-69306-F
615726,"Bright, spacious Victorian flat,",2717567,Carl,,Morningside,55.9255,-3.20878,Entire home/apt,116,30,76,2024-08-26,0.51,1,305,3,
624492,"Fab Festival Flat,under the castle,",3098393,Lorraine,,"Old Town, Princes Street and Leith Street",55.94722,-3.1996,Entire home/apt,201,4,37,2021-08-29,0.24,2,16,0,
627527,"Double room,Private  Bathroom , Free Parking,",3110470,Alan,,Broughton North and Powderhall,55.96706,-3.19422,Private room,75,2,576,2025-02-23,3.76,1,0,97,EH-700-76-F
639079,Smart Apartment by Edinburgh Castle,3149701,Eleanor,,"Old Town, Princes Street and Leith Street",55.94677,-3.19752,Entire home/apt,115,1,287,2025-02-23,1.88,2,46,28,EH-66963-F
639942,Home from Home at Number 2,3195122,Tamsin,,Hillside and Calton Hill,55.95918,-3.17219,Entire home/apt,82,2,148,2025-01-03,0.98,1,170,24,Licence number EH-70982-F
640398,Spacious Twin Room in v. good area.,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92795,-3.17312,Private room,46,2,96,2020-01-01,0.63,4,0,0,
641458,Ocean's Family Apartment,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,379,2,145,2023-10-08,1.36,6,0,0,
641460,Longstay Apartment · 2 Bedroom Apartment for 5,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,,4,82,2023-08-12,0.58,6,65,0,
641461,"Two Bedroom Apartment, sleeping up to 5 persons.",2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,250,4,127,2024-06-10,1.17,6,65,1,
643693,Central Garden Flat + Car Parking,3149701,Eleanor,,Newington and Dalkeith Road,55.94272,-3.17773,Entire home/apt,119,1,169,2024-12-03,1.11,2,72,17,EH-73213-F
647326,"Superb, Luxurious Leith Flat",3245297,Geoff,,The Shore and Constitution Street,55.97492,-3.16259,Entire home/apt,,3,47,2024-11-04,0.40,1,0,4,
662990,The Broughton Road Residence,646220,Reserve,,Broughton North and Powderhall,55.96274,-3.19538,Entire home/apt,89,1,45,2025-02-19,0.31,46,180,16,
675104,"Double Room, Central Edinburgh B&B",3429247,Alison,,Marchmont East and Sciennes,55.93723,-3.1898,Private room,171,3,22,2019-11-30,0.16,2,66,0,
702800,Courtyard setting near Airport-1,3608201,John,,"Ratho, Ingliston and Gogar",55.91451,-3.34677,Entire home/apt,180,2,568,2025-02-23,3.95,3,53,37,
706832,"Central, elegant, bright loft with stunning views.",3632860,Sam,,Hillside and Calton Hill,55.95996,-3.17707,Entire home/apt,284,2,387,2025-02-23,2.72,1,261,70,
707097,Central Royal Mile Apartment 3 bedrooms 2 bathroom,3092851,Lynne,,"Old Town, Princes Street and Leith Street",55.95098,-3.18395,Entire home/apt,171,2,69,2024-09-24,0.47,16,357,1,
728199,"Private room in central, spacious and comfy flat",3776412,Tom,,Polwarth,55.93692,-3.22414,Private room,54,1,452,2025-03-07,3.00,1,117,48,EH-71471-F
732008,51 18 Caledonian Crescent,3810279,Frederika And Agnes,,Dalry and Fountainbridge,55.94192,-3.21878,Entire home/apt,315,2,408,2025-02-10,2.81,2,147,59,
744710,Refurbished Flat in a Georgian Era Building in New Town,3737047,Gareth,,Deans Village,55.95324370485115,-3.2014744471171492,Entire home/apt,141,3,266,2025-03-02,1.79,1,167,33,
754100,Historic City Centre/Royal Mile. Free parking,3967512,Keith,,"Canongate, Southside and Dumbiedykes",55.95102,-3.1803,Entire home/apt,179,3,528,2025-03-02,3.69,4,221,82,EH-72861-F
767532,"Jeffrey St (Flat 14), Royal Mile, Old Town",4048288,Martin,,"Old Town, Princes Street and Leith Street",55.95087,-3.18424,Entire home/apt,86,4,139,2025-03-01,0.95,10,40,40,EH-68837-F
821573,Royal Mile- lovely 1600's Close,372744,Richard,,"Canongate, Southside and Dumbiedykes",55.95343,-3.17467,Entire home/apt,135,1,122,2025-01-01,0.87,3,266,49,
822829,Fabulous City Center Apartment Edin,1521996,Armando,,"Old Town, Princes Street and Leith Street",55.9562,-3.19168,Entire home/apt,290,2,236,2025-02-09,1.62,3,81,32,
834777,2 bed / 2 bath central apartment - high spec,2765595,Morris,,Deans Village,55.95202,-3.20342,Entire home/apt,223,2,113,2025-03-02,0.85,3,142,32,
835396,Warrender Apartment Edinburgh,4368884,Peter,,Marchmont West,55.93634,-3.1984,Entire home/apt,,2,329,2025-03-02,2.25,1,2,52,EH-68613-F
838551,"Twin Room, Central Edinburgh B&B",3429247,Alison,,Marchmont East and Sciennes,55.93922,-3.19157,Private room,164,2,72,2020-03-09,0.56,2,7,0,
839192,Lovely Double/Twin in v. good area.,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92621,-3.17274,Private room,40,2,18,2018-04-03,0.13,4,0,0,
850755,The Hart Street Residence,646220,Reserve,,New Town East and Gayfield,55.95955,-3.18734,Entire home/apt,135,1,36,2024-08-04,0.26,46,72,8,
860170,Classical Apartment on Royal Mile,1366276,Calim,,"Old Town, Princes Street and Leith Street",55.94927,-3.19407,Entire home/apt,204,4,1068,2024-12-23,7.33,2,96,58,EH-70115-F
868144,City centre grandeur,3540665,Abbey,,Canonmills and New Town North,55.95896,-3.19764,Entire home/apt,166,5,109,2024-09-01,0.76,2,64,18,
893085,The David Hume Residence (Edinburgh),646220,Reserve,,"Old Town, Princes Street and Leith Street",55.95007,-3.1927,Entire home/apt,177,1,36,2025-01-26,0.45,46,64,9,
897444,Central Georgian Home with private parking+Netflix,4788004,Thomas Andrew Charles,,Abbeyhill,55.95633,-3.17089,Entire home/apt,478,2,85,2025-01-14,0.62,1,30,2,
904137,VERY central 1 bed apt - Wi-Fi and PS2!,1942840,Yvonne,,Hillside and Calton Hill,55.9609,-3.17576,Entire home/apt,131,4,453,2024-12-11,3.12,3,136,23,101002082635
904992,The Lochend Park View Residence,646220,Reserve,,Meadowbank and Abbeyhill North,55.96024,-3.16119,Entire home/apt,113,1,25,2024-11-20,0.28,46,199,8,
984764,"The Royal Mile Apartment, Edinburgh",793141,Marion,,"Old Town, Princes Street and Leith Street",55.95164,-3.18216,Entire home/apt,232,2,229,2024-08-03,1.59,2,207,3,
987075,Stunning Entire 3-BR Hidden Gem in City Centre,3347799,Craig,,New Town West,55.95773,-3.19923,Entire home/apt,237,3,250,2025-02-27,1.72,31,0,56,
996902,Lovely double bedroom near the sea,3300633,Sarah,,Portobello,55.9513,-3.11469,Private room,66,3,74,2025-03-01,0.58,1,0,22,EH-69570-P
1012100,Grassmarket & Castle Views in Central Edinburgh,5568021,Susan & Amit,,"Old Town, Princes Street and Leith Street",55.94733,-3.19475,Entire home/apt,93,3,278,2025-02-17,1.93,1,90,39,
1037544,Penthouse room on the seafront in Edinburgh,5711578,Dan And Alex,,Granton and Royston Mains,55.98509,-3.22858,Private room,59,3,400,2025-01-10,2.78,1,0,40,EH-67187-P
1062976,Charming & central double bedroom,5850931,Amanda,,Stockbridge,55.96068,-3.20987,Private room,136,1,57,2024-12-01,0.40,2,105,4,
1063926,High St Flat - Amazing Views!,5856601,Jo,,"Old Town, Princes Street and Leith Street",55.95144,-3.19047,Entire home/apt,206,1,299,2024-06-19,2.32,2,0,6,EH-71085-F
1064939,Central yet quiet with parking,3540665,Abbey,,"Canongate, Southside and Dumbiedykes",55.951126,-3.176156,Entire home/apt,251,2,444,2025-03-02,3.15,2,198,78,506892 - EH-68098-P
1081177,Double room in Historic Georgian Home,5946677,Felicitas,,New Town West,55.95508,-3.20249,Private room,167,1,58,2024-09-24,0.40,2,158,16,
1086477,Portobello Edinburgh Seaside Flat,5971888,Anita,,Portobello,55.95537,-3.11323,Entire home/apt,126,2,39,2023-08-25,0.28,2,65,0,
1095832,The Ramp House with hydrospa,2550832,Thea,,Joppa,55.95195,-3.10848,Entire home/apt,119,3,25,2019-07-26,0.18,1,159,0,
1102389,Spacious  3 bedroom flat walk to all attractions,6055151,Daniela,,Meadows and Southside,55.94103,-3.20287,Entire home/apt,213,1,21,2024-02-25,0.15,6,13,0,
1113934,"A sunny garden house, Edinburgh",4753573,Fiona,,Corstorphine,55.94083,-3.27452,Entire home/apt,115,5,141,2024-08-22,0.99,1,19,8,EH-69314-P
1144993,"Picardy Place Apartment, Edinburgh.",6278119,Giovanna,,"Old Town, Princes Street and Leith Street",55.95627,-3.18481,Entire home/apt,300,2,176,2025-01-27,1.24,1,177,25,101002079746
1186205,"3 bedroom, central, sunny, great views perfect",6055151,Daniela,,Meadows and Southside,55.94173,-3.20074,Entire home/apt,197,1,284,2025-02-15,2.12,6,13,45,
1197834,Twin room in Historic Georgian Home,5946677,Felicitas,,New Town West,55.95656,-3.20055,Private room,135,1,215,2025-01-02,1.58,2,153,44,
1202178,Great View flat in centre 3 bedroom flat,6055151,Daniela,,Meadows and Southside,55.94103,-3.20287,Entire home/apt,179,1,477,2025-02-20,3.39,6,13,38,
1226054,Central apartment with castle view,6687814,Charlotte,,"Old Town, Princes Street and Leith Street",55.94644,-3.19969,Entire home/apt,123,4,965,2025-03-06,6.75,2,29,52,EH-70631-F
1232851,"Central, Spacious, Accessible Apt, with parking.",6711320,Edele,,Broughton South,55.96285,-3.18715,Entire home/apt,224,2,155,2025-02-23,1.18,1,19,38,EH-68428-F
1237714,carlton · CITY RETREAT EDINBURGH city centre,6748379,City Retreat,,Hillside and Calton Hill,55.95627,-3.17459,Entire home/apt,364,1,110,2025-02-02,0.81,8,328,15,
1268676,Apartment with City View near to Edinburgh Centre.,6905817,Fiona,,Blackhall,55.95743,-3.24437,Entire home/apt,101,2,147,2025-03-02,1.19,1,0,45,CEC STL Licence No. EH-70114-F
1270267,Basement garden flat nr Leith shore,6913447,Julie,,North Leith and Newhaven,55.97533,-3.18155,Entire home/apt,119,3,2,2013-08-11,0.01,1,268,0,
1293370,Super King room in the heart of town,257536681,Marcus,,"Old Town, Princes Street and Leith Street",55.95456,-3.18601,Private room,89,1,1144,2025-03-04,8.06,2,318,74,
1293596,Cozy double room in the heart of Edinburgh,257536681,Marcus,,"Old Town, Princes Street and Leith Street",55.95448,-3.18603,Private room,80,1,1126,2025-02-28,7.92,2,239,66,
1316783,"Elegant, Central, Six Bed Townhouse fast Wifi",2605039,Jon Martin,,Deans Village,55.95108,-3.21628,Entire home/apt,403,1,201,2025-02-17,1.42,2,222,13,
1329076,New Town 2bed in fantastic location,6200921,Edward,,"Old Town, Princes Street and Leith Street",55.95722,-3.18732,Entire home/apt,147,2,367,2025-03-06,2.60,29,89,77,EH-70056-F
1339376,Lovely central double room + bkfst,7263121,Cary,,Bruntsfield,55.939,-3.2093,Private room,103,2,445,2025-03-05,3.16,1,127,34,EH-68439-F
1346640,Stunning New Town Apartment,7305970,Jennifer,,New Town West,55.9570838224998,-3.2002712061983654,Entire home/apt,190,3,244,2025-02-23,1.73,1,228,42,
1360543,Lovely Room Magnificent Townhouse,7385507,Jim,,Deans Village,55.94985,-3.21821,Private room,76,90,18,2018-01-03,0.13,1,188,0,
1376104,"2 BD Central Gdn flat, St Leonards",6716404,Conrad,,"Canongate, Southside and Dumbiedykes",55.94543,-3.17936,Entire home/apt,134,1,66,2024-12-08,0.47,1,42,16,EH-68545-F
1382074,Heart of old town - entire flat,7483767,Sam,,"Old Town, Princes Street and Leith Street",55.95126689857571,-3.191127045899806,Entire home/apt,96,2,348,2025-02-19,2.47,3,94,68,
1429868,"Ideal House, Leith, Edinburgh",6207176,Janice,,The Shore and Constitution Street,55.97485,-3.16822,Entire home/apt,406,4,276,2024-12-28,1.96,1,183,26,
1443526,Botanic Gardens double bed en suite,7751141,Gina,,"Inverleith, Goldenacre and Warriston",55.96547,-3.2023,Private room,80,2,185,2025-01-03,1.31,1,311,33,
1455678,Lovely sunny double room on Rankeillor Street.,3503210,Toby,,Meadows and Southside,55.94116,-3.18201,Private room,101,14,22,2024-11-26,0.20,2,320,7,EH-70315-P
1455797,Lovely spacious room on Rankeillor Street.,3503210,Toby,,Meadows and Southside,55.94328,-3.1821,Private room,91,14,21,2024-12-31,0.19,2,77,6,EH-70315-P
1457502,"Stay in the city, 5 minutes to Princes  Street",7741329,Trudi,,New Town West,55.95587,-3.19345,Entire home/apt,174,1,372,2025-01-01,2.68,4,230,36,101002077219
1466786,Beautiful room in the Dell!,7407689,Anne-Marie,,Colinton and Kingsknowe,55.90926,-3.25706,Private room,65,3,219,2025-01-02,1.56,3,106,46,
1471134,Private Double en-suite bedroom,7876276,Rupa,,Muirhouse,55.96955,-3.2648,Private room,61,7,0,,,1,365,0,
1482995,"Luxury Holyrood flat, free parking",4103872,Anne,,Abbeyhill,55.95536,-3.16671,Entire home/apt,390,4,142,2025-01-03,1.03,1,256,32,
1520120,Holyrood Park apartment,8113735,Petrea,,Meadowbank and Abbeyhill North,55.95563,-3.16069,Entire home/apt,87,3,373,2025-02-10,2.68,1,256,71,EH-69575-F
1520883,LARGE COLOURFUL ROOM CENTRE OF TOWN,1432262,Alex,,New Town East and Gayfield,55.95722,-3.1892,Private room,72,2,419,2025-03-06,2.98,2,125,78,
1521006,VERY CENTRAL COSY ROOM WITH A VIEW,1432262,Alex,,"Old Town, Princes Street and Leith Street",55.95597217423637,-3.1911322836777254,Private room,67,2,483,2025-03-02,3.43,2,45,96,
1533442,"Stunning Penthouse, Free Parking!",2564448,Fiona,,Broughton South,55.96254,-3.18572,Entire home/apt,260,2,215,2024-12-18,1.57,2,288,18,EH-69539-F
1553455,Old Town flat with open views,8272546,Andrew,,"Old Town, Princes Street and Leith Street",55.94649,-3.18882,Entire home/apt,88,28,157,2024-08-31,1.96,4,0,3,
1556996,Vibrant Flat with Fantastic Views by the Royal Mile,8272546,Andrew,,"Old Town, Princes Street and Leith Street",55.94996,-3.19365,Entire home/apt,116,3,282,2025-02-05,3.48,4,146,48,EH-69201-F
1559515,The York Place Residence,646220,Reserve,,New Town East and Gayfield,55.95722,-3.19257,Entire home/apt,306,1,64,2024-11-18,0.54,46,76,11,
1563509,Spacious Double bed Room,7173955,Gladys Kitying,,South Leith,55.96515616930172,-3.1701122224330898,Private room,130,5,0,,,1,0,0,
1573428,Charming Renovated 19th-century Coach House,8307317,Ali & Al,,Newington and Dalkeith Road,55.93807,-3.17537,Entire home/apt,100,2,375,2025-03-03,2.68,1,174,34,EH-70900-F
1588570,Walk along the Royal Mile from an Elegant Apartment,5281968,Wendy,,"Old Town, Princes Street and Leith Street",55.95066,-3.19206,Entire home/apt,153,2,368,2025-02-23,3.19,1,205,64,101002083753
1612493,"V. comfortable double bedroom, ensuite shower/wc",8584541,Louise And Jim,,Liberton West and Braid Hills,55.91302,-3.16934,Private room,79,2,152,2025-02-23,1.10,1,144,54,
1630710,Spacious Old Town home with 2 Bathrooms/Parking,8665862,Jana,,"Old Town, Princes Street and Leith Street",55.94819,-3.18548,Entire home/apt,123,7,364,2025-01-04,2.64,2,31,25,EH-71097-F
1676884,"Royal Mile One Apartment, city centre",7741329,Trudi,,"Canongate, Southside and Dumbiedykes",55.95256,-3.17714,Entire home/apt,215,1,352,2024-12-08,2.75,4,255,33,101002077284
1705599,Small double bedroom en-suite,9002395,Irene,,Newington and Dalkeith Road,55.9339948,-3.1730956,Private room,114,1,0,,,3,88,0,
1705648,"Quiet Royal Mile Flat, own door on secluded square",9002556,Alan,,"Old Town, Princes Street and Leith Street",55.94806,-3.18746,Entire home/apt,102,4,617,2025-03-06,4.51,1,140,77,EH-70203-F
1724079,"City Centre Suite, Edinburgh",7182547,Keiko & Donald,,"Old Town, Princes Street and Leith Street",55.9549,-3.19124,Entire home/apt,136,2,431,2025-02-02,3.15,1,61,47,
1744689,Free Private Parking: Holyroodhouse Palace Apt.,9183864,Deborah,,"Canongate, Southside and Dumbiedykes",55.95399,-3.17409,Entire home/apt,105,1,769,2025-03-02,5.54,1,190,82,EH-510493-P
1803803,Courtyard setting near airport-2,3608201,John,,"Ratho, Ingliston and Gogar",55.91378,-3.34964,Private room,124,2,404,2024-11-02,2.93,3,0,46,
1824918,charming flat in stockbridge,5850931,Amanda,,Stockbridge,55.96057,-3.20846,Entire home/apt,245,2,101,2025-01-03,0.77,2,152,14,
1830150,Royal Mile Apt4 -Historic Old Town Centre,2404912,Carol,,"Canongate, Southside and Dumbiedykes",55.95078,-3.183,Entire home/apt,180,2,407,2025-01-04,2.99,2,120,36,
1884481,Double/twin bedroom en-suite,9002395,Irene,,Newington and Dalkeith Road,55.934112548828125,-3.1729540824890137,Private room,111,1,2,2024-04-01,0.17,3,91,2,
1894952,New Town Apartment - 5 Bedroom,660686672,Beata,,"Old Town, Princes Street and Leith Street",55.95624,-3.19187,Entire home/apt,321,2,208,2025-02-10,1.53,1,185,31,
1900156,Cozy modern Edinburgh city centre private garden,8081157,Wietze,,"Canongate, Southside and Dumbiedykes",55.9437,-3.18457,Entire home/apt,117,2,47,2025-02-16,1.06,1,251,20,
1917933,Charming flat in Georgian house,9943983,Dawn,,Stockbridge,55.95648,-3.2116,Entire home/apt,92,1,534,2025-02-17,3.93,1,238,60,
