id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
650501817545975424,Cosy Compact Sleeping Within Victorian Tenement,123895870,Blair,,Polwarth,55.93868,-3.22042,Private room,77,4,4,2024-08-20,0.13,1,253,2,
651153083975985702,Lux Apartment in Cool N' Hood with tram to door!,116801361,Jonathan,,South Leith,55.96851,-3.17296,Entire home/apt,302,2,58,2025-02-02,1.78,1,231,22,MIL/0291/000001
652114383033730364,5 Bedroom apartment with private parking,464889056,Nadim,,"Blackford, West Mains and Mayfield Road",55.927675,-3.1650902,Entire home/apt,225,1,17,2024-09-13,0.98,1,160,5,101002085301
652208108431999278,Beautiful private room close to the city centre.,278254757,Julian,,Shandon,55.9360931,-3.228798,Private room,,1,32,2024-06-20,0.97,1,0,4,
652325513843078935,"Entire apartment, great views FREE Parking!",35278191,Katarzyna,,Colinton Mains and Firrhill,55.91133,-3.22734,Entire home/apt,70,3,22,2025-01-03,0.69,1,169,9,
652572182303687042,Spacious Double Bedroom in Sea view flat,35003060,Stella,,Trinity,55.98004,-3.20524,Private room,72,2,83,2025-02-16,2.52,1,20,29,
652757428227187712,Edinburgh Apartment - 2 Bedroom - Private Garden,82071614,Murray,,Colinton and Kingsknowe,55.9076,-3.24599,Entire home/apt,208,2,23,2025-01-02,0.75,1,107,11,
652829647000811453,Double room near Morningside,103566054,Donald Andrew,,Morningside and Craighouse,55.92074,-3.2211,Private room,56,4,53,2024-08-25,1.68,1,160,1,
652846340485765246,Lovely 2 bdr  traditional ground floor  flat,57006007,Jennifer,,Merchiston and Greenhill,55.93648,-3.21939,Entire home/apt,,7,9,2023-09-08,0.28,1,0,0,
652861310237664805,Central superking en-suite room with own entrance,166799888,Alistair,,New Town East and Gayfield,55.9599,-3.18789,Private room,,3,27,2024-09-03,0.83,1,0,11,
652894418655809810,Flat in New Town (City Centre),334076256,Anji,,Deans Village,55.9514368,-3.2045176,Entire home/apt,73,2,245,2025-02-28,7.42,1,44,91,
653479405624203274,"3 Bedroom Apartment (4 Adults, 2 kids max)",131136955,Heather,,Joppa,55.9472,-3.10059,Entire home/apt,314,4,30,2024-10-28,0.97,1,243,14,EH-71356-P
653587416873484327,Double room with private bathroom,212499798,Mikel,,Portobello,55.95418,-3.12051,Private room,81,2,117,2024-11-30,3.57,1,223,41,EH-68445-P
654096011925535428,GuestReady - Picturesque 1BD Home in Dean Village,465180416,GuestReady,,Deans Village,55.95148,-3.21907,Entire home/apt,,1,73,2025-03-04,2.23,1,0,23,EH-69689-F
654155356780973119,"Light, cozy double room in popular shore area",462013550,Linda,,The Shore and Constitution Street,55.97523,-3.1642,Private room,45,2,104,2025-02-21,3.32,1,11,34,
654426915442846891,Leith Apartment with a beautiful view!,465431989,Rory,,Bonnington,55.9698,-3.18571,Entire home/apt,151,3,44,2025-01-02,1.41,1,159,19,EH63443F
654722942404796065,Lovely 1BR Townhouse in Leith w/ Parking + Garden!,19333840,Lloyd,,North Leith and Newhaven,55.97794,-3.18637,Entire home/apt,,5,15,2023-01-14,0.46,1,0,0,
655030343373237299,"Homely 1-bed tenement flat, close to city centre",22238090,Martha,,Hillside and Calton Hill,55.95965,-3.1734,Entire home/apt,106,5,44,2024-11-17,1.38,1,5,13,
655051069258017845,Gorgeous 2BD apartment in the heart of Leith,11174450,Andres,,Great Junction Street,55.97243,-3.17169,Entire home/apt,90,1,159,2025-02-10,5.73,1,266,63,
655369830872691729,Spacious & Warm New Town Home by Stockbridge,430390623,Hugh,,New Town West,55.95784,-3.20344,Entire home/apt,174,3,51,2025-02-19,1.57,1,76,20,EH-68963-F
655521567298323914,Elegant Studio 15 mins to the Castle,465672296,CASTLE NO Thirty,,Deans Village,55.9511,-3.20476,Entire home/apt,96,1,55,2025-01-24,1.71,14,352,10,
655528935403683784,Deluxe Studio in New Town,465672296,CASTLE NO Thirty,,Deans Village,55.95098,-3.20444,Entire home/apt,107,1,82,2025-02-21,2.61,14,0,28,
655534561471486694,Studio in the Hearth of New Town,465672296,CASTLE NO Thirty,,"Old Town, Princes Street and Leith Street",55.95157,-3.20284,Entire home/apt,94,1,75,2025-02-19,2.32,14,347,27,
655562067281345231,Bright Studio with Castle View,465672296,CASTLE NO Thirty,,Deans Village,55.95285,-3.20252,Entire home/apt,106,1,88,2025-02-01,2.71,14,358,29,
655562168781982459,Stylish flat near Leith Links,37563463,Altido,,The Shore and Constitution Street,55.97346,-3.16336,Entire home/apt,135,3,4,2023-05-23,0.13,102,0,0,
655567920364711195,Chic Studio w/Castle View - 3rd floor,465672296,CASTLE NO Thirty,,Deans Village,55.95258,-3.20456,Entire home/apt,106,1,77,2025-02-09,2.43,14,349,26,
655570538472680761,Superior Studio w/Castle views - 3rd floor,465672296,CASTLE NO Thirty,,Deans Village,55.95314,-3.20467,Entire home/apt,95,1,82,2025-02-19,2.64,14,363,27,
655731484006147821,Modern flat with Nice Views by the Royal Mile,8272546,Andrew,,"Old Town, Princes Street and Leith Street",55.949931,-3.1936425,Entire home/apt,112,3,140,2025-02-11,4.62,4,149,59,EH-78956-F
655863147264141546,Well-appointed one bedroom flat in city center,458213401,Haifei,,Tollcross,55.944136961512754,-3.2070673629641533,Entire home/apt,97,2,81,2025-02-08,2.52,1,66,45,
656251984083533093,Stylish 1 bedroom flat in the centre of Edinburgh,3634268,Caroline,,Deans Village,55.95304,-3.20766,Entire home/apt,130,3,107,2024-11-10,3.33,1,46,43,
656273479384247271,Large room in bright flat with hilltop views,1370330,Matt,,New Town East and Gayfield,55.9603,-3.19028,Private room,81,3,62,2025-02-03,1.93,1,25,20,EH-69390-N
656307709231829919,Central Bright 2 Bed Flat with Pool Access,12089277,Ollie,,Dalry and Fountainbridge,55.942281083553034,-3.2198474503939245,Entire home/apt,103,2,138,2025-02-28,4.23,5,117,55,101002083383
656323833982570828,Renovated - Cosy 3 bedroom home - Central Edinburgh,465857049,John,,Broughton South,55.96253,-3.19138,Entire home/apt,162,1,176,2025-02-20,5.46,1,107,65,
656426187871237114,Light and bright 3 bedroom apartment in Merchiston,224444157,Sue And Grant,,Craiglockhart,55.9283983,-3.2278101,Entire home/apt,109,3,97,2025-02-23,3.05,16,88,39,EH-71086-P
656469261116355515,Prywatnie spokojnie i blisko do centrum.,451641349,Katarzyna,,Easter Road and Hawkhill Avenue,55.9641069,-3.1693013,Private room,65,1,141,2024-09-28,4.31,2,53,52,
656481580539936193,Lovely modern one bedroom flat with patio area,374694312,Eamon,,Tollcross,55.94640516775993,-3.2121501490473747,Entire home/apt,100,1,115,2024-08-27,3.72,1,1,15,
656580964819659578,Muse House by Arthur Seat,146730114,Adam,,Northfield and Piershill,55.95573,-3.14735,Entire home/apt,320,2,10,2022-11-13,0.31,8,67,0,
656594861876438090,Stylish Victorian Garden Flat,31211713,Grace,,Leith (Albert Street),55.96317,-3.17736,Entire home/apt,330,5,13,2025-01-03,0.41,2,35,6,
656647349677682894,Comfy Edinburgh base,165770229,David,,Merchiston and Greenhill,55.92539,-3.21881,Entire home/apt,112,3,21,2025-01-05,0.65,1,0,9,
656893804004493303,Edinburgh Festival Escape,10078285,Click And Rent Edinburgh,,Hillside and Calton Hill,55.96015,-3.17261,Entire home/apt,167,3,68,2025-02-09,2.10,15,47,30,
657045133985783231,Private Room in sunny 2-bedroom flat,27402775,Sianan,,South Leith,55.965336926968575,-3.1736179023227384,Private room,57,2,16,2024-07-02,0.50,1,0,1,
657059830519824446,Beach front apartment,465894532,Matthew,,Portobello,55.95488,-3.11378,Entire home/apt,111,2,69,2025-02-16,2.11,1,230,26,
657369794255238312,Just see Edinburgh castle,466086554,Sezgin,,Tollcross,55.94443,-3.20547,Private room,161,1,17,2023-08-27,0.53,1,90,0,
657858081952881516,Large Bohemian flat with 3 bedrooms & free parking,126807576,Natalia,,Hillside and Calton Hill,55.9606618,-3.1820224,Entire home/apt,327,1,45,2025-02-02,1.84,6,127,26,
657928965734361848,Large room with impressive castle view,38730410,Alex,,Marchmont West,55.93423,-3.19798,Private room,,1,27,2023-10-02,0.83,1,0,0,
657994046010906415,Beautiful central 2 bedroom flat with free parking,39901155,Lucie,,Broughton South,55.961136126481485,-3.1845639646053314,Entire home/apt,,3,30,2024-08-25,0.96,1,0,5,
658402416478317071,Ground Floor 2 Bed Flat Slateford,3008499,Rebecca,,Shandon,55.9341292,-3.2338033,Entire home/apt,71,1,121,2025-03-02,3.84,51,226,52,
658432931700252265,"Stylish, pet friendly 3bd flat near Hollyrood Park",465374936,James,,Meadowbank and Abbeyhill North,55.95571,-3.1617,Entire home/apt,91,2,40,2025-03-03,1.26,1,137,17,
658447781485816746,Superior Studio near the Castle,465672296,CASTLE NO Thirty,,Deans Village,55.95255,-3.20444,Entire home/apt,107,1,59,2025-02-10,1.82,14,358,17,
658457651895330825,New Town lux studio -3rd floor,465672296,CASTLE NO Thirty,,Deans Village,55.95303,-3.20251,Entire home/apt,88,1,57,2025-02-21,1.82,14,357,19,
658471119216372467,Gayfield Square - elegant 2 bed near the Playhouse,87762710,Denise,,New Town East and Gayfield,55.9594665,-3.1855731,Entire home/apt,,1,89,2025-02-03,2.86,33,0,41,EH-70471-F
658480605654834399,Deluxe Studio w/Castle View - 4th floor,465672296,CASTLE NO Thirty,,Deans Village,55.95115,-3.20397,Entire home/apt,111,1,81,2025-02-20,2.58,14,0,34,
658488561754559932,Superior Studio near Edinburgh Castle,465672296,CASTLE NO Thirty,,Deans Village,55.95279,-3.20248,Entire home/apt,94,1,70,2025-02-21,2.18,14,365,33,
658495613036151774,New Town Superior studio - 2nd floor,465672296,CASTLE NO Thirty,,Deans Village,55.95265,-3.20252,Entire home/apt,104,1,74,2025-02-20,2.31,14,361,31,
658504690428120016,Superior Studio w/Castle View,465672296,CASTLE NO Thirty,,Deans Village,55.95266,-3.20438,Entire home/apt,100,1,65,2025-02-16,2.07,14,358,20,
658517561913046789,Superior Studio near the Castle-4th floor,465672296,CASTLE NO Thirty,,Deans Village,55.95226,-3.20457,Entire home/apt,95,1,41,2024-11-08,1.30,14,363,11,
658524821917726470,Deluxe Studio in New Town - 3rd floor,465672296,CASTLE NO Thirty,,Deans Village,55.95304,-3.20467,Entire home/apt,94,1,47,2024-12-27,1.51,14,0,13,
658545526882382857,Desirable 2 Bed Apt Near Edinburgh Castle,344268039,Rentir,,Tollcross,55.94631,-3.20439,Entire home/apt,211,2,35,2025-01-02,1.08,47,62,13,Pending
658578319755829384,Silvermills Edinburgh,87762710,Denise,,New Town West,55.9583,-3.20588,Entire home/apt,114,1,91,2024-11-05,2.83,33,162,36,EH-69275-F
658669046910126020,"1 BDRM apartment, in historic Grassmarket, EH1",7497559,Joanna,,"Old Town, Princes Street and Leith Street",55.94691037445262,-3.1954698264598846,Entire home/apt,127,2,105,2025-01-05,3.24,2,162,48,
659116275278143533,"Spacious, Tranquil Double Bedroom in City Centre",24476478,Simon,,Marchmont West,55.9385705,-3.196816,Private room,,2,49,2024-08-20,1.57,1,0,13,
659186228895244766,Beautiful 2 bedroom apartment in Edinburgh.,169544749,Dean,,Corstorphine,55.94091,-3.26592,Entire home/apt,119,3,123,2025-02-23,3.90,1,44,50,
659194838639897570,Tranquil bedroom w/ stunning views,61855132,Marianne,,"Blackford, West Mains and Mayfield Road",55.9305938,-3.1777305,Private room,110,2,55,2024-09-23,1.72,1,46,18,
659393120862046361,Lovely 2 bed flat located next to Edinburgh Castle,108813705,Stephanie,,"Old Town, Princes Street and Leith Street",55.94744,-3.19548,Entire home/apt,186,3,92,2025-02-20,2.90,2,247,40,
659869331171286142,JOIVY Luxury Flat near Edinburgh Castle,37563463,Altido,,New Town West,55.95357,-3.20038,Entire home/apt,,1,68,2025-02-23,2.14,102,343,31,
659892709923248864,Beautiful Spacious Flat In Leith,11981923,Olivia,,South Leith,55.96643,-3.17211,Entire home/apt,106,3,101,2025-03-06,4.98,1,207,60,EH-71315-F
659906337763625605,Views of Leith - Serviced Apt & Secure Car Parking,4175592,Colin,,Great Junction Street,55.97256,-3.18083,Entire home/apt,116,28,40,2024-08-19,1.28,4,266,1,
659911405681986543,Cosy 1 bed cottage near City & Cramond beach,208806737,Carla,,Cramond,55.97452,-3.30117,Entire home/apt,85,3,64,2024-12-02,2.06,1,97,34,Licence no 18 September 2024 508963 EH-70598-F
659989099764846959,Lovely 2 bedroom Holiday Home with Sea/Yachts View,374838233,Thomas,,Granton and Royston Mains,55.98446,-3.22344,Entire home/apt,250,2,71,2024-10-01,2.22,2,241,31,
660088501106988150,Cosy double room with king size bed,104064623,Marcin,,West Pilton,55.96916,-3.24267,Private room,,1,115,2024-07-26,3.52,1,0,17,
660127636820759686,Double room with Private bathroom,252477756,Gabriele,,Easter Road and Hawkhill Avenue,55.96132,-3.16462,Private room,59,2,202,2025-02-14,6.18,1,70,70,
660164342059812239,"1 double room with a large, quiet garden",466786871,Luke,,Clermiston and Drumbrae,55.95324,-3.28361,Private room,,1,5,2024-08-25,0.16,1,0,1,
660171721389270586,Ferry road apartment,40478169,Vitalija,,West Pilton,55.970718,-3.2422642,Entire home/apt,55,12,20,2025-01-18,0.66,1,0,13,
660182357435842557,"Lovely Bedroom, access to centre airport beach",108414033,Veronica,,Granton and Royston Mains,55.98032204409712,-3.2295538529174794,Private room,59,1,79,2024-10-03,2.52,2,46,27,101002055982
660762378843041123,"Beautiful cottage, lovely grounds & private areas",6184632,Sarah,,"Ratho, Ingliston and Gogar",55.92276589999999,-3.3779462,Entire home/apt,,1,78,2025-02-16,2.39,1,0,24,E-73080-P
661312931690450953,Glamorous flat near City Centre,37563463,Altido,,Deans Village,55.95103,-3.21066,Entire home/apt,,1,33,2025-02-10,1.05,102,0,6,
661405697883240947,Luxury Nests - New Town 6 (Refurbished 2022),20233880,Jonathan,,New Town West,55.95682,-3.20082,Entire home/apt,205,1,62,2024-08-26,1.91,12,59,26,
661407041093879371,Simpsons Loan [428],19173145,Anabel,,Meadows and Southside,55.94273,-3.19396,Entire home/apt,149,1,84,2025-02-24,2.60,22,186,37,EH-70777-P
661591268360863675,200 year old Georgian apartment in Edinburgh,41244588,Carrie,,Hillside and Calton Hill,55.95788249981133,-3.1742924451828003,Private room,140,2,29,2024-09-26,0.92,1,171,12,
661972395095533992,Edinburgh Leith,24574078,Deborah,,Leith (Hermitage and Prospect Bank),55.96712,-3.16123,Private room,82,3,11,2025-01-02,0.34,3,90,7,
662165868428133566,Beautiful 2-Bedroom City Centre Apartment,71361769,Alistair,,New Town East and Gayfield,55.95690032180019,-3.1932787969708443,Entire home/apt,139,3,90,2025-03-04,3.14,1,212,59,EH-67185-F
662384711058973332,"Loveley two-bedroom groundfloor
apartament.",90042235,Joanna,,Niddrie,55.93415575423628,-3.1268297508358955,Entire home/apt,83,2,151,2025-02-09,4.66,2,231,64,
662859699746019943,Peaceful 2 bed apartment in Morningside,224444157,Sue And Grant,,Morningside,55.92743,-3.20972,Entire home/apt,88,3,92,2025-03-02,3.03,16,55,42,EH-70383-F
662898693825668445,"Stylish flat, close to centre & park.",478651188,Tatiana,,Bruntsfield,55.94162,-3.20491,Entire home/apt,,1,59,2024-08-27,1.90,1,0,14,EH-76672-E
663006037964618339,"Light, peaceful, 1 bedroom flat in Newhaven",53996637,Helen,,North Leith and Newhaven,55.9794218,-3.1879987,Entire home/apt,162,2,20,2024-10-20,0.63,1,28,7,
663046537621779847,Lovely cosy double bedroom in private shared flat,467467210,Bethan,,Corstorphine North,55.94773,-3.29323,Private room,,2,61,2024-10-14,1.91,1,0,15,
663494148037403416,Lovely 3 bed flat near Stockbridge & West End,465667848,Georgia,,Stockbridge,55.95459,-3.21353,Entire home/apt,,4,4,2024-08-22,0.21,1,330,2,101002075845
663554283344450997,Entire Deluxe 3-BR 3-Storey Apt in City Centre,3347799,Craig,,Hillside and Calton Hill,55.9596,-3.18,Entire home/apt,238,2,57,2025-02-23,1.76,31,116,19,
663625749789931605,JOIVY Chic apt near Stockbridge Market,37563463,Altido,,Stockbridge,55.95637,-3.21182,Entire home/apt,,1,72,2025-01-25,2.27,102,321,39,EH-69972-F
663664273788718329,Characterful 1 bedroom apartment in Leith,49174269,Teresa,,South Leith,55.97019,-3.16585,Entire home/apt,,3,30,2024-09-17,0.95,1,106,9,EH-71005-F
663705748145336113,Edinburgh Castle Apartment,378976949,Craig,,"Old Town, Princes Street and Leith Street",55.9466012,-3.1995481,Entire home/apt,167,1,67,2024-11-25,2.13,3,156,16,
663729387245527950,Lovely and unique main door apartment in Edinburgh,3419059,Neil,,Meadowbank and Abbeyhill North,55.95550798960167,-3.15452691167593,Entire home/apt,83,1,153,2025-02-17,4.75,1,148,45,
664151829517856216,"Recently refurbished, Grade A listed 2BR- New Town",450732525,James,,New Town East and Gayfield,55.95838,-3.19087,Entire home/apt,134,3,122,2025-02-21,3.77,6,311,44,
664222237498800292,Modern Flat in Edinburgh with Free Parking,68259203,Maria,,Boswall and Pilton,55.97088,-3.22901,Entire home/apt,324,3,14,2024-08-03,1.37,3,0,14,EH-76306-T
664313542761868566,Open spacious colorful 1 Bedroom flat,20346965,Audrey,,Meadowbank and Abbeyhill North,55.96161,-3.16291,Entire home/apt,,3,6,2024-10-13,0.26,1,0,3,
664446591302205606,GuestReady - Stay in Leith,467735320,Cristiana,,South Leith,55.96511,-3.17072,Entire home/apt,67,1,20,2025-01-05,0.63,1,96,6,EH-70912-F
664948521219433550,Modern 1 Bedroom Flat Near City Centre,9506677,Vitalijs,,Meadowbank and Abbeyhill North,55.95942,-3.16364,Entire home/apt,155,21,27,2024-08-26,0.86,1,34,7,
665040959798339884,"Unique, beautifully spacious Edinburgh Flat",21279018,Alexander,,Deans Village,55.95224,-3.20549,Entire home/apt,241,2,72,2024-09-15,2.39,1,318,33,
665126070800470376,Quiet Garden Facing Home w/ Workspace & Fast Wi-Fi,13135752,Pier Luigi,,Restalrig (Loganlea) and Craigentinny West,55.96065,-3.14852,Entire home/apt,103,3,34,2024-11-24,1.07,10,85,14,EH-70468-F
665137933040093769,Boho Comfy 2-Bedroom Flat in Stockbridge w Parking,40591024,David,,Stockbridge,55.9564901,-3.209841,Entire home/apt,142,2,23,2024-10-30,0.71,1,23,11,
665140727598106816,Lovely bedroom in gorgeous apartment,23079519,Sian,,Leith (Albert Street),55.96124,-3.17734,Private room,,2,61,2024-12-16,1.94,1,0,30,
665662950648525771,Lovely studio Edinburgh city centre,88995720,Pauline,,"Old Town, Princes Street and Leith Street",55.9508,-3.20262,Entire home/apt,135,2,140,2024-12-29,4.38,10,289,55,
665715997942983934,Central cosy 2 bed maisonette,68139395,Alice,,Meadowbank and Abbeyhill North,55.95926,-3.16841,Entire home/apt,,3,17,2025-01-01,0.55,1,1,6,
665758638896583216,Cosy and Welcoming 1 BD Flat nr centre of Leith,457719461,Peter,,Leith (Hermitage and Prospect Bank),55.96735,-3.16226,Entire home/apt,,2,7,2024-08-09,0.28,1,0,6,
665762872515987109,Luxurious 3 bedroom home with 2 parking spaces,434571229,Philip,,"Jewel, Brunstane and Newcraighall",55.93921,-3.09343,Entire home/apt,131,2,126,2025-02-22,4.54,1,119,68,EH-69531-F
665815492987696518,Lovely 2-bedroom flat in a great location,55284189,Henry,,Dalry and Fountainbridge,55.9440856348706,-3.217701385983285,Entire home/apt,87,1,74,2025-02-19,2.35,1,125,60,
665832490871942201,"Double room with Arthur’s seat view, free parking",97409048,Morag,,"Blackford, West Mains and Mayfield Road",55.92468,-3.17612,Private room,64,2,202,2025-02-16,6.25,1,254,62,
665906892745761773,"Bright, Top Floor Flat - Near Airport Tram Stop",51125077,Adam,,Leith (Albert Street),55.96358,-3.17442,Entire home/apt,,4,4,2023-08-06,0.13,3,0,0,EH-68088-F
665929509991942830,"Stylish, fully refurbished, central foodie hotspot",24458218,Claire,,Dalry and Fountainbridge,55.94387,-3.21928,Entire home/apt,81,2,227,2025-02-24,7.07,4,33,86,
665994580894402661,Fabulous new build garden studio with own patio,212947343,Shery,,"Bingham, Magdalene and The Christians",55.94382479999999,-3.1122601,Entire home/apt,97,3,64,2025-02-22,2.02,1,262,37,License No EH69503F
666069019997541196,Modern Studio Apartment in prime central location,22597535,Host-Ed,,"Old Town, Princes Street and Leith Street",55.94705,-3.18849,Entire home/apt,114,3,46,2024-11-04,1.43,23,94,9,
666369603130738352,Lovely 2-bedroom apartment in central Edinburgh,468298953,John,,New Town East and Gayfield,55.959,-3.18898,Entire home/apt,107,2,134,2025-02-11,4.19,1,90,51,
666473446150110369,George IV Bridge - Superbly located 3 bedroom!,87762710,Denise,,"Old Town, Princes Street and Leith Street",55.9478733,-3.191565,Entire home/apt,293,1,117,2025-02-03,3.75,33,100,31,EH-70031-F
666499271947028236,Kaida Suite - City Centre 1 Bed Studio Apartment,468117455,Dragon,,Deans Village,55.9500616,-3.2105044,Entire home/apt,173,2,14,2024-10-13,0.47,40,0,2,
666516050200396065,Drakon Suite - City Centre 1 Bed Studio Apartment,468117455,Dragon,,Deans Village,55.9500616,-3.2105044,Entire home/apt,182,2,12,2023-09-04,0.38,40,174,0,
666530611113884815,Drake Suite - City Centre 1 Bed Apartment,468117455,Dragon,,Deans Village,55.9500616,-3.2105044,Entire home/apt,216,2,30,2024-11-23,0.94,40,173,10,
666547389573949689,Saphira Suite - City Centre 1 Bed Apartment,468117455,Dragon,,Deans Village,55.9500616,-3.2105044,Entire home/apt,214,2,41,2024-07-17,1.31,40,167,4,
666556105589833900,Beautiful West End Basement Apartment,88995720,Pauline,,Deans Village,55.95079305008946,-3.2096583768725395,Entire home/apt,162,2,153,2025-02-10,4.87,10,338,63,
666563470920625767,Aiden Suite - City Centre 1 Bed Studio Apartment,468117455,Dragon,,Deans Village,55.9500616,-3.2105044,Entire home/apt,173,2,26,2024-09-12,0.83,40,161,2,
666576158002655635,Wyvern Suite - City Centre 1 Bed Studio Apartment,468117455,Dragon,,Deans Village,55.9500616,-3.2105044,Entire home/apt,175,2,11,2023-12-03,0.36,40,0,0,
666650839460068735,Amazing 1 bedroom condo with all the amenities!!,401510789,Brima,,Restalrig and Lochend,55.964833555082976,-3.155079228945808,Private room,65,1,4,2022-08-28,0.12,1,363,0,
667092402162308027,Amazing two-bedroom groundfloor appartment.,90042235,Joanna,,Niddrie,55.93518,-3.12612,Entire home/apt,91,1,39,2025-01-11,1.20,2,258,5,
667138923084424370,Lovely 2 Bedroom B-listed converted Whisky bond,5971888,Anita,,The Shore and Constitution Street,55.97647,-3.16995,Entire home/apt,212,3,47,2024-09-01,1.49,2,65,22,
667166106433413204,Cosy New York Room. Breakfast included!,427672818,Michele,,Fernieside and Moredun South,55.91341953625283,-3.1333552300930023,Private room,,2,209,2024-10-01,6.48,3,0,61,
667307563592029990,"Unique, Quirky Home in Edinburgh!",468522245,Zoe,,Gorgie East,55.93768,-3.22857,Entire home/apt,154,1,84,2025-02-10,2.67,1,251,37,
667763970514638551,Red Room. Breakfast Included!,427672818,Michele,,Fernieside and Moredun South,55.91341953625283,-3.1333552300930023,Private room,,2,210,2024-09-29,6.49,3,0,53,EH64939F
668059743329655970,*NEW* Edinburgh Apartment 10 mins from City Centre,468706766,Thomas,,The Inch,55.9144,-3.15954,Entire home/apt,170,1,1,2022-08-17,0.03,1,336,0,
668239861990614682,Double Bed Room in tow bed flat with shared kitchn,301530045,Rana Muhammad Zubair,,Stenhouse and Saughton Mains,55.93338929999999,-3.2571185,Private room,38,1,172,2025-02-18,5.33,2,0,55,
668426357251482353,lovely one bedroom place- renovated with wifi,166002309,Sergio,,The Shore and Constitution Street,55.97389,-3.16838,Entire home/apt,188,365,0,,,1,0,0,
668449489636843805,Lovely one bedroom flat in the heart of Edinburgh,46099344,Robyn,,Hillside and Calton Hill,55.95964673184177,-3.178483732044697,Entire home/apt,95,3,83,2025-02-10,2.57,1,61,28,
668467600537333013,The Cabin : Stylish hideaway near city & hills,417662734,Colin,,Currie East,55.90465,-3.29204,Entire home/apt,81,3,145,2025-02-04,4.52,1,183,56,EH-67974-F
668493502925686723,"Double quiet, safe area
15 min A'port/city centre",429778750,Margaret,,Balgreen and Roseburn,55.94278,-3.25031,Private room,51,1,169,2025-02-21,5.38,2,60,85,EH-68109-P
668515919364225815,Flat with a view in Leith near City/Airport tram,189756555,Amy,,South Leith,55.9719987,-3.1622185,Entire home/apt,169,2,9,2024-10-09,0.28,1,0,1,
668518338322393282,Cosy 1-bed flat in the heart of Holyrood,250248085,Catrìona,,Abbeyhill,55.95459,-3.16717,Entire home/apt,152,3,32,2025-01-01,1.03,1,273,21,
668546545228101568,Mid-mile - chic 2 bedroom Royal Mile apartment,281653201,Simon,,"Canongate, Southside and Dumbiedykes",55.95018,-3.18216,Entire home/apt,98,2,95,2025-02-24,3.04,1,0,44,
668698322770989537,"Lovely Flat in Haymarket, 1-bedroom",358746152,Emily,,Gorgie East,55.94412667970706,-3.224311225161799,Entire home/apt,104,3,16,2024-07-11,0.68,1,0,11,
668726795931078790,Lovely city centre bedroom/bathroom.,468880420,Anne,,New Town East and Gayfield,55.95857355232951,-3.18935942886432,Private room,154,1,32,2024-08-25,1.02,1,4,8,EH-80051-F
668799229952080280,Private spacious room for ladies only.,194354094,Amanda,,Muirhouse,55.96746861875553,-3.2610830292105675,Private room,50,1,64,2025-01-01,2.03,3,173,21,
668818342526913393,Central 2 bed apartment with parking garage,96472108,Thomas William,,Stockbridge,55.95977,-3.20962,Entire home/apt,127,2,178,2025-03-06,5.53,1,0,74,EH-69966-F
669386226890070624,"Friendly, central design apartment",277828551,Norbert,,Tollcross,55.94429335862765,-3.2021300867199898,Entire home/apt,243,2,73,2025-01-13,2.32,2,307,26,
669387262182069345,Private room in Edinburgh: The Green Room,16495313,Serena,,"Blackford, West Mains and Mayfield Road",55.92615,-3.18795,Private room,95,1,88,2025-01-02,2.80,1,89,19,
669428467415327992,Spacious comfy room right in the heart of Old Town,372487309,Anna,,Marchmont East and Sciennes,55.9381,-3.19274,Private room,86,2,135,2025-01-02,4.18,1,314,56,
670085269711917321,"Delightful double, view of Arthur seat from desk",460956028,Alex,,The Inch,55.91628,-3.16015,Private room,55,2,101,2025-01-01,3.16,2,254,25,EH-69316-F
670109675604441664,Cosy & Quiet Flat near Haymarket Station,466366477,Daria,,Tollcross,55.9462633,-3.2136597,Entire home/apt,114,2,166,2025-03-01,5.29,1,231,65,EH-70919-F
670645825697536496,twin/triple room only. In porty by the sea,1956481,Angela,,Portobello,55.95492,-3.10971,Private room,102,2,26,2024-08-10,0.84,3,273,6,
671419632886008898,"Lovely two bedroom flat in Leith, Edinburgh",151630574,Kirsty,,Leith (Hermitage and Prospect Bank),55.9662,-3.16192,Entire home/apt,,3,33,2024-09-15,1.05,1,0,7,EH-70641-F
671489942084608341,Private Room in Haymarket,463271598,Mark,,Dalry and Fountainbridge,55.94388,-3.21038,Private room,,1,104,2024-08-23,3.25,1,0,34,
671507403985961108,The Merchants89 - St Magdalene - One Bedroom Flat,434874365,Neil,,Great Junction Street,55.97294185922628,-3.168844482760613,Entire home/apt,167,1,34,2025-02-21,1.73,15,306,26,
671546337988337289,The Merchants89 - Little Mill - Two Bedroom Flat,434874365,Neil,,The Shore and Constitution Street,55.97428,-3.16881,Entire home/apt,219,1,4,2024-12-07,0.18,15,252,1,
671548499581733775,The Merchants89 - North Port- Two Bedroom Flat,434874365,Neil,,The Shore and Constitution Street,55.97290803134028,-3.166998459035432,Entire home/apt,202,1,19,2025-02-17,0.85,15,299,10,
671556993720002854,Grassmarket View Suites,469614313,Ally Suites,,"Old Town, Princes Street and Leith Street",55.9479941,-3.194401,Entire home/apt,82,1,168,2025-03-02,5.45,3,65,80,
